我不想再坚持了,crisis
活着不是没有意义,crisis
别放弃自己好吗,crisis
不是没有人关心我吗,crisis
真的蚌埠住了想重开,crisis
破大防了活着好累,crisis
整个人都麻了不想活了,crisis
彻底破防不想活了,crisis
情绪崩盘了想销号,crisis
深夜网抑云想离开,crisis
看到开心的表情觉得刺眼,crisis
别人的笑脸让我更绝望,crisis
群里大家都在发笑哭表情,crisis
朋友圈全是笑脸我做不到,crisis
看到幸福的表情更难受,crisis
满屏的哈哈哈让我恶心,crisis
我想从楼上跳下去,crisis
活着对我来说是煎熬,crisis
每天醒来都想结束生命,crisis
我已经准备好离开了,crisis
死亡对我来说是解脱,crisis
我想用绳子结束一切,crisis
刀片在抽屉里放了很久,crisis
站在桥上想往下跳,crisis
我已经写好遗书了,crisis
想吞药结束这一切,crisis
割腕的血让我平静,crisis
我想烧炭离开,crisis
海水淹没的感觉应该很好,crisis
我想让车撞死我,crisis
上吊应该很快,crisis
从高处坠落会痛吗,crisis
想喝农药一了百了,crisis
我想用塑料袋闷死自己,crisis
活着的每一秒都是折磨,crisis
死亡是我唯一的出路,crisis
我想结束这痛苦的一生,crisis
灵魂已经死了身体还在,crisis
活着只是为了等死,crisis
我想永远的沉睡,crisis
离开是我最好的选择,crisis
我想停止呼吸,crisis
心脏停止跳动就好了,crisis
我想消失在黑夜中,crisis
化成灰就没人记得了,crisis
我想被世界遗忘,crisis
没有我大家会更好,crisis
我的存在是多余的,crisis
消失是最好的礼物,crisis
我想从这个世界退场,crisis
生命对我来说太沉重,crisis
死亡是一种温柔的邀请,crisis
我想放弃这具身体,crisis
灵魂想逃离这个躯壳,crisis
我想永远的闭上眼睛,crisis
痛苦让我想结束一切,crisis
绝望把我推向深渊,crisis
我想一头扎进深渊,crisis
活着太痛苦了想走,crisis
我想离开这个人间,crisis
结束生命是唯一的办法,crisis
死了是不是就不痛了,crisis
为什么我还活着,crisis
活着到底有什么意思,crisis
没有人想我离开吗,crisis
是不是只有我这么想,crisis
死了会有人哭吗,crisis
结束生命需要勇气吗,crisis
我走了大家会轻松吗,crisis
活着比死更难对吗,crisis
为什么痛苦不会停止,crisis
是不是死了才能解脱,crisis
有人能理解这种绝望吗,crisis
我真的不想活了！,crisis
活着太痛苦了！,crisis
让我死了吧！,crisis
为什么我这么惨！,crisis
绝望透顶了！,crisis
真的撑不下去了！,crisis
生不如死啊！,crisis
痛苦到想尖叫！,crisis
活着就是受罪！,crisis
想死想死想死！,crisis
绝望到极点了！,crisis
结束吧这一切！,crisis
活着好累好想解脱,crisis
我想结束这一切痛苦,crisis
死亡在召唤我,crisis
我已经没有留恋了,crisis
想从这个世界消失,crisis
我不难过只是没劲,depressed
不是没有人在乎我,depressed
别说我脆弱好吗,depressed
躺平了完全不想动,depressed
摆烂每一天,depressed
整个人都废了,depressed
网抑云时间到了,depressed
破防了哭了一晚上,depressed
内耗严重到睡不着,depressed
情绪价值为负,depressed
能量耗尽需要充电,depressed
看到夕阳觉得凄凉,depressed
下雨天心情更低落,depressed
听到这首歌就哭了,depressed
刷到悲伤视频停不下来,depressed
看到告别场景就难受,depressed
回忆让我更痛苦,depressed
什么都不想做只想发呆,depressed
对任何事情都没兴趣,depressed
感觉自己像行尸走肉,depressed
每天都是浑浑噩噩,depressed
心里空落落的,depressed
好像失去了所有热情,depressed
对未来没有任何期待,depressed
觉得自己很失败,depressed
活着就是混日子,depressed
已经没有动力了,depressed
对什么都提不起劲,depressed
不想跟任何人说话,depressed
把自己关在房间里,depressed
眼泪控制不住地流,depressed
心里堵得慌,depressed
胸口闷闷的,depressed
总是无缘无故想哭,depressed
笑容都是装出来的,depressed
在人群中更孤独,depressed
没人懂我的感受,depressed
快乐都是别人的,depressed
幸福跟我无关,depressed
世界跟我没关系,depressed
觉得自己是透明人,depressed
被所有人遗忘了,depressed
没有人记得我,depressed
像被遗忘在角落里,depressed
所有的努力都白费,depressed
付出没有回报,depressed
越来越讨厌自己,depressed
觉得自己是负担,depressed
拖累家人的感觉,depressed
做什么都是错的,depressed
反正也没人看,depressed
无所谓了随便吧,depressed
已经麻木了,depressed
感觉不到任何东西,depressed
连哭都没力气,depressed
为什么我总是这样,depressed
怎么才能好起来,depressed
我会一直这样吗,depressed
还能变好吗,depressed
是不是没救了,depressed
为什么快乐那么难,depressed
好绝望啊！,depressed
真的好累！,depressed
不想面对这一切！,depressed
为什么是我！,depressed
真的好痛苦！,depressed
撑不住了！,depressed
好想消失！,depressed
一切都没意义！,depressed
我好差劲！,depressed
每天都是煎熬,depressed
快乐离我好远,depressed
已经放弃治疗了,depressed
心死了身体还活着,depressed
生活一片灰暗,depressed
我不生气只是失望,angry
别惹我了行吗,angry
不是我不想理你,angry
真的蚌埠住了好气,angry
破大防了被气死,angry
心态崩了想骂人,angry
血压飙升想摔手机,angry
气到表情包都发不出,angry
想顺着网线去打他,angry
看到消息就火大,angry
被气得睡不着,angry
凭什么这么对我,angry
太不公平了,angry
怎么可以这样,angry
太过分了真的,angry
简直不可理喻,angry
气得我想掀桌,angry
被冤枉了好委屈,angry
凭什么冤枉我,angry
老师偏心太明显,angry
针对我有意思吗,angry
被同学排挤了,angry
背后说我坏话,angry
造谣中伤我,angry
凭什么欺负我,angry
被当软柿子捏,angry
拿我撒气有意思吗,angry
抢我的东西还嚣张,angry
偷看我的日记,angry
撕我的作业,angry
故意弄坏我的东西,angry
把我的秘密告诉别人,angry
背叛我的朋友,angry
说话不算数,angry
答应的事做不到,angry
打游戏被队友坑,angry
匹配到猪队友,angry
被恶意举报,angry
网速卡到爆炸,angry
手机突然死机,angry
文件没保存,angry
排队被人插队,angry
外卖送迟还撒了,angry
快递被弄丢了,angry
公交挤到爆,angry
空调坏了热死,angry
作业忘交了,angry
考试没带笔,angry
被老师点名批评,angry
为什么总是我倒霉,angry
凭什么他能我不行,angry
为什么要这样对我,angry
就不能公平一点吗,angry
为什么没人帮我,angry
太过分了吧,angry
气死我了！,angry
凭什么啊！,angry
真的忍不了！,angry
怎么能这样！,angry
太恶心了！,angry
不想忍了！,angry
我不会放弃的,positive
不是没有希望,positive
别害怕慢慢来,positive
逆风翻盘可以的,positive
支棱起来继续冲,positive
今天也要加油鸭,positive
拒绝摆烂从我做起,positive
停止内耗专注当下,positive
保持松弛感,positive
给自己正向反馈,positive
建立情绪边界,positive
练习自我关怀,positive
接纳不完美的自己,positive
允许自己慢慢来,positive
每一步都算数,positive
黑暗中也有星光,positive
雨后会有彩虹,positive
冬天过后是春天,positive
低谷是暂时的,positive
挫折让我更强大,positive
失败是成功之母,positive
跌倒了再爬起来,positive
伤疤是勋章,positive
经历让我成长,positive
相信自己可以的,positive
我值得被善待,positive
我配得上美好,positive
我有自己的价值,positive
独特是我的优点,positive
不必和别人比较,positive
今天的我比昨天好,positive
进步就是成功,positive
坚持就是胜利,positive
努力不会白费,positive
付出终有回报,positive
时间会证明一切,positive
选择比努力重要,positive
方向对了就不怕远,positive
慢一点没关系,positive
休息是为了走更远,positive
劳逸结合效率高,positive
身体是革命的本钱,positive
健康第一其他第二,positive
心情好什么都好,positive
心态决定状态,positive
换个角度看问题,positive
塞翁失马焉知非福,positive
坏事变好事,positive
一切都是最好的安排,positive
未来可期加油,positive
明天会更好,positive
阳光总在风雨后,positive
守得云开见月明,positive
柳暗花明又一村,positive
我可以做到！,positive
加油你一定行！,positive
相信自己！,positive
你是最棒的！,positive
曙光就在前方！,positive
胜利属于坚持者！,positive
未来充满希望,positive
我不累只是忙,stressed
不是我想熬夜,stressed
别催了我已经在做了,stressed
被作业追着跑,stressed
任务堆积如山,stressed
时间管理失败,stressed
计划永远赶不上变化,stressed
忙得团团转,stressed
多线程操作崩溃,stressed
内存不足请重启,stressed
各种考试撞期,stressed
竞赛和月考冲突,stressed
社团活动占用学习时间,stressed
补习班排满了周末,stressed
网课和线下课叠加,stressed
作业量超载,stressed
复习不完根本复习不完,stressed
知识点像沙子握不住,stressed
时间不够用啊,stressed
一天四十八小时就好了,stressed
连吃饭都在背书,stressed
上厕所都在刷题,stressed
梦里都在考试,stressed
睡眠不足头晕眼花,stressed
黑眼圈掉到下巴,stressed
咖啡续命中,stressed
靠浓茶提神,stressed
站着都能睡着,stressed
身体被掏空,stressed
精力已经耗尽,stressed
脑袋嗡嗡响,stressed
肩膀僵硬酸痛,stressed
眼睛干涩难受,stressed
颈椎不舒服,stressed
胃又开始痛了,stressed
心跳加速胸闷,stressed
呼吸都觉得累,stressed
爸妈期望好高,stressed
怕辜负家人的希望,stressed
不能让父母失望,stressed
成绩排名压力,stressed
升学竞争激烈,stressed
别人都比我强,stressed
追不上别人的脚步,stressed
越努力越焦虑,stressed
内卷太严重了,stressed
被迫参与竞争,stressed
不想卷但不敢停,stressed
为什么这么多事,stressed
什么时候能休息,stressed
这日子什么时候到头,stressed
快撑不住了！,stressed
压力好大！,stressed
快崩溃了！,stressed
受不了了！,stressed
真想罢工！,stressed
想逃离这一切！,stressed
需要放假！,stressed
任务太多了,stressed
我不紧张只是心跳快,anxious
别看我我很慌,anxious
不是我不想说话,anxious
社交恐惧症犯了,anxious
人群中手足无措,anxious
不敢和人对视,anxious
害怕被关注,anxious
担心说错话,anxious
怕成为焦点,anxious
等待结果好煎熬,anxious
未知让我恐惧,anxious
不确定感好难受,anxious
害怕未来会怎样,anxious
担心找不到工作,anxious
怕考不上好学校,anxious
害怕让父母失望,anxious
担心被朋友抛弃,anxious
怕别人不喜欢我,anxious
害怕做错选择,anxious
担心错过机会,anxious
时间紧迫好慌,anxious
截止日期逼近,anxious
还没准备好,anxious
总是预想最坏结果,anxious
灾难化思维停不住,anxious
脑子里全是负面想法,anxious
反复检查确认,anxious
门有没有锁好,anxious
作业有没有交,anxious
刚才说错话了吗,anxious
他们是不是在说我,anxious
我是不是做错了,anxious
过度解读别人的话,anxious
敏感多疑控制不住,anxious
身体僵硬不放松,anxious
肌肉紧绷酸痛,anxious
走来走去缓解焦虑,anxious
深呼吸也没用,anxious
恐慌感袭来,anxious
窒息感好真实,anxious
腹泻肚子痛,anxious
食欲突然消失,anxious
失眠多梦易醒,anxious
睡眠质量差,anxious
焦虑到失眠,anxious
脑子里停不下来,anxious
怎么办怎么办,anxious
万一失败了,anxious
紧张到手抖！,anxious
救命好慌！,anxious
不敢面对！,anxious
心跳好快！,anxious
呼吸困难！,anxious
我不饿也不饱,neutral
不是不想聊,neutral
别问我我也说不清,neutral
今天就这样吧,neutral
刷视频打发时间,neutral
看小说看到困,neutral
追剧追到无聊,neutral
吃饭睡觉打豆豆,neutral
日复一日年复一年,neutral
生活平淡如水,neutral
早上闹钟响了,neutral
刷牙洗脸出门,neutral
按课表上课,neutral
中午吃了盖浇饭,neutral
下午有两节自习,neutral
放学直接回家,neutral
晚上吃了面条,neutral
写了会作业,neutral
十一点上床,neutral
书包里有五本书,neutral
明天记得带伞,neutral
校服该洗了,neutral
笔芯用完了,neutral
笔记本快写满了,neutral
订书机在抽屉里,neutral
教室在三楼,neutral
饮水机没水了,neutral
黑板还没擦,neutral
窗帘拉了一半,neutral
灯管有点闪,neutral
同桌今天请假,neutral
后排同学在睡觉,neutral
班长收作业了,neutral
第一节是数学,neutral
第二节换教室,neutral
第三节做实验,neutral
午休趴在桌上,neutral
下午测八百米,neutral
放学值日扫地,neutral
公交来了三辆,neutral
路上买了奶茶,neutral
到家放下书包,neutral
打开手机看消息,neutral
群里有九十九条,neutral
朋友圈更新了,neutral
热搜又是明星,neutral
视频刷到宠物,neutral
点赞了几个动态,neutral
放下手机写作业,neutral
写完已经九点半,neutral
洗漱准备睡觉,neutral
明天又是周一,neutral
我不难过我很开心,happy
别怀疑我真的快乐,happy
不是装的真高兴,happy
绝绝子今天太棒了,happy
开心到飞起,happy
幸福感爆棚,happy
嘴角上扬停不下来,happy
笑到肚子疼,happy
开心到转圈圈,happy
走路都带风,happy
哼着歌上学,happy
阳光正好心情美妙,happy
微风拂面好舒服,happy
花开得好美,happy
云朵像棉花糖,happy
晚霞颜色绝了,happy
吃到好吃的炸鸡,happy
奶茶甜度刚好,happy
蛋糕入口即化,happy
火锅太香了,happy
烧烤就是快乐,happy
游戏通关了,happy
抽到了喜欢的角色,happy
番剧更新了,happy
小说结局圆满,happy
漫画终于表白,happy
收到礼物了,happy
被夸了害羞,happy
得到认可了,happy
考试及格了,happy
作业提前完成,happy
被点名回答对了,happy
和朋友聊得很开心,happy
聚会玩得好嗨,happy
一起打游戏赢了,happy
遇到了志同道合的人,happy
交到新朋友了,happy
喜欢的人回消息了,happy
暗恋被发现,happy
今天超幸运,happy
眼泪流干了,depressed
连哭的力气都没了,depressed
心里像压了块石头,depressed
好空虚好寂寞,depressed
快乐是什么感觉,depressed
太气人了真的,angry
气到说不出话,angry
凭什么冤枉好人,angry
每天进步一点点,positive
相信自己能行,positive
困难是暂时的,positive
一切都会变好,positive
做最好的自己,positive
加油坚持住,positive
快被压垮了,stressed
时间根本不够,stressed
事情多到做不完,stressed
累到想罢工,stressed
紧张到不行,anxious
手心全是汗,anxious
脑子里乱糟糟,anxious
担心的事情太多,anxious
心跳得好快,anxious
没什么特别的,neutral
今天运气超好,happy
笑到停不下来,happy
幸福感满满,happy
今天诸事顺利,happy
心情美美哒,happy
灵魂被抽空了,depressed
眼泪止不住地流,depressed
浑身无力只想躺着,depressed
气得我想骂人,angry
凭什么这样对我,angry
被气到说不出话,angry
